415,39,47,2,2,1
416,16,47,2,1,1
417,7,47,1,0,0
418,17,47,1,0,0
419,3,47,0,3,1
420,4,47,0,0,1
421,10,47,0,0,1
422,18,47,0,0,1
423,19,47,0,0,1
424,40,47,0,0,1
425,47,48,45,27,27
426,16,48,14,13,10
427,17,48,13,15,10
428,19,48,9,13,12
429,22,48,8,3,5
430,40,48,7,8,10
431,30,48,5,2,3
432,39,48,4,13,12
433,28,48,4,1,5
434,4,48,3,7,3
435,30,49,4,7,6
436,16,49,4,4,3
437,3,49,2,1,0
438,40,49,2,0,1
439,45,49,1,2,1
440,19,49,1,1,2
441,39,49,1,1,0
442,7,49,1,0,0
443,17,49,0,0,3
444,4,49,0,0,1
445,47,50,25,19,19
446,39,50,24,24,17
447,19,50,10,15,16
448,16,50,9,8,9
449,17,50,7,4,3
450,18,50,5,13,7
451,35,50,4,2,0
452,30,50,4,1,4
453,21,50,3,2,3
454,7,50,3,2,3
455,19,52,56,51,39
456,47,52,23,12,12
457,39,52,8,6,11
458,17,52,5,5,9
459,18,52,3,5,5
460,21,52,3,4,2
461,7,52,3,3,10
462,30,52,2,3,3
463,22,52,2,2,0
464,4,52,1,5,2
465,17,53,15,9,16
466,20,53,8,13,13
467,44,53,8,11,5
468,47,53,12,6,6
469,22,53,7,6,3
470,18,53,4,6,5
471,40,53,5,6,4
472,39,53,2,5,7
473,21,53,2,5,3
474,3,53,3,3,3
475,47,54,78,82,79
476,18,54,4,4,5
477,9,54,4,2,3
478,7,54,4,1,1
479,21,54,2,1,1
480,19,54,1,1,0
481,26,54,1,1,0
482,20,54,1,0,1
483,40,54,1,0,1
484,3,54,0,0,1
485,17,55,25,41,34
486,47,55,19,14,14
487,19,55,15,6,9
488,26,55,6,3,3
489,40,55,6,2,1
490,4,55,5,5,5
491,18,55,4,2,2
492,22,55,2,1,0
493,1,55,2,0,3
494,11,55,1,3,2
495,45,56,11,7,2
496,20,56,10,17,19
497,18,56,6,5,2
498,17,56,5,4,2
499,19,56,2,3,2
500,21,56,2,1,3
501,3,56,2,1,2
502,1,56,2,0,0
503,11,56,1,2,3
504,40,56,1,2,0
